s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,18,"{""enchanted"":false,""gvalue"":5}",CDmg,15,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":true,""gvalue"":0}",FALSE,79.59,Endure,2,6,15,SPD,,0
HP%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,15,"{""enchanted"":false,""gvalue"":0}",ACC,11,"{""enchanted"":false,""gvalue"":0}",DEF%,13,"{""enchanted"":false,""gvalue"":7}",FALSE,80.24,Rage,3,6,12,DEF flat,HP flat,349
ATK%,13,"{""enchanted"":false,""gvalue"":0}",HP%,19,"{""enchanted"":false,""gvalue"":5}",ACC,12,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",FALSE,82.14,Rage,4,6,15,CDmg,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",DEF flat,20,"{""enchanted"":false,""gvalue"":0}",TRUE,75.77,Vampire,5,6,12,HP flat,ATK flat,10
ATK%,19,"{""enchanted"":false,""gvalue"":6}",SPD,11,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,85.16,Swift,1,6,12,ATK flat,,0
ATK%,20,"{""enchanted"":false,""gvalue"":7}",CRate,12,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":true,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":7}",FALSE,84.82,Swift,2,6,15,SPD,,0
CRate,21,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":6}",SPD,4,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":true,""gvalue"":0}",FALSE,84.35,Swift,3,6,15,DEF flat,,0
RES,14,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":5}",ATK%,13,"{""enchanted"":true,""gvalue"":5}",FALSE,94.35,Will,4,6,15,CDmg,CRate,4
CDmg,11,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":3}",ATK%,12,"{""enchanted"":false,""gvalue"":5}",HP%,8,"{""enchanted"":true,""gvalue"":3}",FALSE,87.41,Will,5,6,15,HP flat,,0
CRate,17,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":3}",CDmg,6,"{""enchanted"":true,""gvalue"":0}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,76.06,Swift,6,6,15,ATK%,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",RES,14,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,77.55,Swift,1,6,12,ATK flat,,0
HP%,9,"{""enchanted"":false,""gvalue"":4}",RES,14,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":true,""gvalue"":7}",FALSE,82.14,Swift,2,6,15,SPD,,0
HP%,10,"{""enchanted"":false,""gvalue"":5}",SPD,21,"{""enchanted"":false,""gvalue"":3}",DEF%,12,"{""enchanted"":false,""gvalue"":7}",HP flat,561,"{""enchanted"":true,""gvalue"":421}",FALSE,85.7,Will,3,6,15,DEF flat,,0
SPD,9,"{""enchanted"":false,""gvalue"":0}",ATK%,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,29,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,65.3,Violent,4,6,15,HP%,,0
SPD,17,"{""enchanted"":false,""gvalue"":0}",ATK flat,15,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",RES,12,"{""enchanted"":false,""gvalue"":0}",FALSE,80.95,Swift,5,6,12,HP flat,,0
SPD,19,"{""enchanted"":false,""gvalue"":3}",HP%,17,"{""enchanted"":false,""gvalue"":5}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":true,""gvalue"":4}",FALSE,94.81,Swift,6,6,15,ACC,ATK%,6
ACC,12,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":true,""gvalue"":6}",FALSE,89.58,Rage,1,6,15,ATK flat,HP%,8
SPD,9,"{""enchanted"":true,""gvalue"":4}",CDmg,21,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",DEF%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,79.46,Rage,2,6,15,ATK%,,0
ACC,6,"{""enchanted"":false,""gvalue"":0}",CRate,13,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":true,""gvalue"":3}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",FALSE,76.53,Rage,3,5,12,DEF flat,,0
CRate,18,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",ATK%,18,"{""enchanted"":true,""gvalue"":6}",SPD,16,"{""enchanted"":false,""gvalue"":0}",TRUE,98.51,Rage,4,6,15,CDmg,,0
SPD,6,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",CRate,20,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":true,""gvalue"":0}",FALSE,78.15,Violent,5,6,12,HP flat,,0
RES,8,"{""enchanted"":false,""gvalue"":0}",CDmg,18,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":false,""gvalue"":0}",FALSE,84.44,Swift,6,6,15,ATK%,,0
ATK%,17,"{""enchanted"":true,""gvalue"":7}",CDmg,13,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":2}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,93.92,Blade,1,6,15,ATK flat,CRate,4
DEF%,18,"{""enchanted"":false,""gvalue"":5}",CRate,12,"{""enchanted"":false,""gvalue"":0}",HP%,15,"{""enchanted"":false,""gvalue"":2}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,86.61,Swift,4,6,15,CDmg,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":5}",SPD,23,"{""enchanted"":false,""gvalue"":3}",ATK%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,98.81,Blade,1,6,15,ATK flat,RES,7
CRate,7,"{""enchanted"":false,""gvalue"":0}",HP%,26,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",TRUE,93.15,Vampire,2,6,15,SPD,,0
RES,6,"{""enchanted"":false,""gvalue"":0}",SPD,14,"{""enchanted"":false,""gvalue"":0}",HP flat,616,"{""enchanted"":false,""gvalue"":242}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,77.89,Violent,3,6,15,DEF flat,CDmg,7
DEF flat,17,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,11,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",FALSE,80.71,Violent,5,6,15,HP flat,,0
ACC,16,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,14,"{""enchanted"":false,""gvalue"":0}",FALSE,61.17,Violent,6,5,15,HP%,,0
HP%,12,"{""enchanted"":false,""gvalue"":5}",ACC,8,"{""enchanted"":false,""gvalue"":0}",SPD,22,"{""enchanted"":false,""gvalue"":3}",ATK%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,92.26,Will,1,6,15,ATK flat,,0
HP%,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,30,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":3}",HP flat,249,"{""enchanted"":false,""gvalue"":0}",FALSE,65.89,Swift,2,5,15,SPD,ATK%,6
SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",HP%,24,"{""enchanted"":false,""gvalue"":5}",DEF%,17,"{""enchanted"":false,""gvalue"":0}",FALSE,85.71,Swift,3,6,15,DEF flat,,0
DEF%,18,"{""enchanted"":false,""gvalue"":8}",ACC,21,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":3}",SPD,15,"{""enchanted"":false,""gvalue"":4}",TRUE,102.68,Will,4,6,15,HP%,,0
DEF flat,17,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",HP%,7,"{""enchanted"":false,""gvalue"":0}",RES,14,"{""enchanted"":false,""gvalue"":0}",FALSE,75.36,Swift,5,6,12,HP flat,,0
RES,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,39,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",FALSE,68.87,Swift,6,6,15,HP%,,0
CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":3}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,28,"{""enchanted"":false,""gvalue"":6}",FALSE,99.12,Swift,1,6,15,ATK flat,HP flat,158
CRate,12,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":false,""gvalue"":4}",DEF flat,46,"{""enchanted"":false,""gvalue"":13}",ATK%,14,"{""enchanted"":true,""gvalue"":5}",FALSE,89.46,Swift,2,6,15,SPD,RES,5
SPD,11,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",DEF%,12,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",FALSE,90.18,Swift,3,6,12,DEF flat,RES,7
ATK%,9,"{""enchanted"":false,""gvalue"":3}",ACC,4,"{""enchanted"":false,""gvalue"":0}",SPD,25,"{""enchanted"":false,""gvalue"":4}",ATK flat,30,"{""enchanted"":false,""gvalue"":0}",FALSE,82.44,Revenge,4,6,15,CRate,,0
SPD,17,"{""enchanted"":false,""gvalue"":2}",ATK%,12,"{""enchanted"":false,""gvalue"":6}",CRate,10,"{""enchanted"":false,""gvalue"":0}",ACC,12,"{""enchanted"":false,""gvalue"":0}",FALSE,89.29,Swift,5,6,15,HP flat,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":4}",HP flat,458,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,86.21,Violent,6,6,12,ATK%,CRate,5
ATK%,8,"{""enchanted"":false,""gvalue"":0}",ACC,17,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":true,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,69.64,Fight,1,6,12,ATK flat,,0
ATK flat,27,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,53.12,Fight,2,5,15,HP%,,0
ACC,6,"{""enchanted"":false,""gvalue"":0}",DEF%,24,"{""enchanted"":false,""gvalue"":7}",RES,4,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,77.13,Fight,3,6,15,DEF flat,CDmg,5
DEF flat,36,"{""enchanted"":false,""gvalue"":17}",ACC,6,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,59.19,Fight,4,5,15,HP%,,0
DEF flat,24,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,8,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,54.03,Fight,5,5,12,HP flat,,0
RES,4,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":2}",ATK flat,10,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,46.4,Fight,6,4,12,HP%,,0
ACC,11,"{""enchanted"":false,""gvalue"":0}",RES,22,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,76.4,Swift,1,6,12,ATK flat,,0
HP%,8,"{""enchanted"":false,""gvalue"":0}",CRate,9,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,73.54,Swift,3,6,9,DEF flat,HP flat,222
DEF%,11,"{""enchanted"":false,""gvalue"":0}",RES,12,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":0}",DEF flat,11,"{""enchanted"":false,""gvalue"":0}",FALSE,71.48,Swift,4,6,15,HP%,CDmg,6
ATK%,24,"{""enchanted"":false,""gvalue"":4}",SPD,5,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",RES,5,"{""enchanted"":false,""gvalue"":0}",FALSE,66.11,Energy,6,5,15,HP%,,0
SPD,21,"{""enchanted"":false,""gvalue"":3}",ACC,15,"{""enchanted"":false,""gvalue"":0}",DEF flat,16,"{""enchanted"":false,""gvalue"":0}",CDmg,13,"{""enchanted"":false,""gvalue"":0}",FALSE,93.44,Revenge,4,6,15,HP%,ATK flat,18
ACC,6,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":6}",SPD,21,"{""enchanted"":false,""gvalue"":3}",DEF%,18,"{""enchanted"":true,""gvalue"":7}",FALSE,94.64,Energy,5,6,15,HP flat,,0
ATK%,7,"{""enchanted"":false,""gvalue"":0}",SPD,12,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":false,""gvalue"":0}",DEF flat,38,"{""enchanted"":false,""gvalue"":0}",FALSE,75.54,Violent,6,6,15,ACC,,0
SPD,5,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":false,""gvalue"":4}",CRate,16,"{""enchanted"":false,""gvalue"":0}",FALSE,73.12,Swift,1,5,12,ATK flat,,0
CRate,15,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,72.19,Swift,3,6,12,DEF flat,,0
CRate,11,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",SPD,7,"{""enchanted"":true,""gvalue"":2}",HP%,32,"{""enchanted"":false,""gvalue"":5}",FALSE,92.86,Rage,4,6,15,CDmg,,0
CDmg,6,"{""enchanted"":false,""gvalue"":0}",SPD,14,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":true,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,71.6,Swift,5,6,12,HP flat,,0
RES,20,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":3}",HP%,20,"{""enchanted"":false,""gvalue"":5}",ATK%,12,"{""enchanted"":false,""gvalue"":5}",FALSE,104.76,Energy,6,6,15,ACC,CRate,4
SPD,16,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",HP flat,533,"{""enchanted"":false,""gvalue"":0}",RES,9,"{""enchanted"":false,""gvalue"":0}",FALSE,74,Despair,1,6,12,ATK flat,,0
RES,11,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",ACC,10,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",FALSE,66.67,Focus,3,5,12,DEF flat,,0
SPD,22,"{""enchanted"":false,""gvalue"":4}",ATK%,17,"{""enchanted"":true,""gvalue"":5}",CRate,4,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,86.95,Swift,1,6,15,ATK flat,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",DEF%,19,"{""enchanted"":false,""gvalue"":6}",DEF flat,23,"{""enchanted"":false,""gvalue"":0}",ATK%,4,"{""enchanted"":false,""gvalue"":0}",FALSE,71.93,Swift,2,5,15,SPD,HP flat,233
HP flat,538,"{""enchanted"":true,""gvalue"":203}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",SPD,23,"{""enchanted"":false,""gvalue"":4}",ACC,4,"{""enchanted"":false,""gvalue"":0}",FALSE,82.38,Swift,3,6,15,DEF flat,HP%,5
CDmg,5,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":true,""gvalue"":6}",SPD,26,"{""enchanted"":false,""gvalue"":4}",DEF%,20,"{""enchanted"":false,""gvalue"":8}",FALSE,101.23,Will,4,6,15,HP%,,0
SPD,30,"{""enchanted"":false,""gvalue"":3}",ACC,5,"{""enchanted"":false,""gvalue"":0}",CRate,9,"{""enchanted"":true,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,90.69,Swift,5,6,15,HP flat,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":3}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75.89,Vampire,6,6,9,RES,,0
RES,15,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.11,Will,1,6,9,ATK flat,,0
HP flat,374,"{""enchanted"":false,""gvalue"":0}",ATK flat,31,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,48.21,Fight,2,5,9,SPD,,0
DEF%,11,"{""enchanted"":false,""gvalue"":5}",SPD,13,"{""enchanted"":false,""gvalue"":3}",CRate,16,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":6}",FALSE,97.02,Will,3,6,12,DEF flat,RES,5
ATK%,12,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":7}",DEF flat,29,"{""enchanted"":false,""gvalue"":18}",ATK flat,13,"{""enchanted"":false,""gvalue"":0}",FALSE,58.73,Fight,4,5,15,DEF%,,0
SPD,10,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",HP%,9,"{""enchanted"":true,""gvalue"":3}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,67.37,Fight,5,5,12,HP flat,ATK%,6
DEF flat,32,"{""enchanted"":false,""gvalue"":18}",DEF%,13,"{""enchanted"":false,""gvalue"":5}",HP flat,392,"{""enchanted"":false,""gvalue"":215}",ACC,3,"{""enchanted"":false,""gvalue"":0}",FALSE,48.11,Fight,6,4,15,HP%,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",RES,11,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",CRate,13,"{""enchanted"":false,""gvalue"":0}",FALSE,74.18,Violent,1,5,12,ATK flat,,0
HP%,13,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",HP flat,438,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,66.29,Tolerance,2,6,15,SPD,ACC,4
CDmg,6,"{""enchanted"":false,""gvalue"":0}",HP%,10,"{""enchanted"":false,""gvalue"":3}",HP flat,375,"{""enchanted"":false,""gvalue"":0}",DEF%,22,"{""enchanted"":false,""gvalue"":3}",FALSE,68.62,Violent,3,5,12,DEF flat,,0
RES,14,"{""enchanted"":false,""gvalue"":0}",ATK flat,10,"{""enchanted"":false,""gvalue"":0}",ACC,18,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.68,Violent,5,6,12,HP flat,DEF%,6
ACC,4,"{""enchanted"":false,""gvalue"":0}",CDmg,10,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.17,Swift,1,6,12,ATK flat,,0
ATK%,13,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",CDmg,15,"{""enchanted"":false,""gvalue"":0}",ATK flat,10,"{""enchanted"":false,""gvalue"":0}",FALSE,72.21,Blade,2,6,15,SPD,DEF flat,17
HP%,18,"{""enchanted"":false,""gvalue"":5}",HP flat,274,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",FALSE,86.84,Swift,3,6,12,DEF flat,,0
SPD,16,"{""enchanted"":false,""gvalue"":0}",DEF flat,15,"{""enchanted"":false,""gvalue"":0}",ATK flat,26,"{""enchanted"":false,""gvalue"":0}",CDmg,11,"{""enchanted"":false,""gvalue"":0}",FALSE,73.31,Swift,4,6,12,CRate,,0
SPD,18,"{""enchanted"":false,""gvalue"":2}",ACC,7,"{""enchanted"":true,""gvalue"":0}",RES,3,"{""enchanted"":false,""gvalue"":0}",DEF flat,35,"{""enchanted"":false,""gvalue"":13}",FALSE,67.07,Swift,5,5,12,HP flat,,0
SPD,16,"{""enchanted"":false,""gvalue"":0}",ATK%,8,"{""enchanted"":false,""gvalue"":0}",HP flat,543,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,74.22,Rage,6,6,15,DEF%,,0
ACC,13,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",FALSE,77.68,Violent,1,6,12,ATK flat,,0
HP%,25,"{""enchanted"":false,""gvalue"":4}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,76.79,Energy,2,6,15,SPD,,0
SPD,19,"{""enchanted"":false,""gvalue"":3}",DEF%,5,"{""enchanted"":true,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":4}",FALSE,89.63,Violent,3,6,12,DEF flat,CDmg,5
ACC,13,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",HP%,11,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,78.2,Violent,4,6,12,DEF%,ATK flat,16
SPD,17,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,75,Violent,5,6,12,HP flat,DEF%,5
SPD,11,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",FALSE,80.95,Blade,6,6,12,ACC,,0
SPD,14,"{""enchanted"":false,""gvalue"":3}",ATK%,23,"{""enchanted"":false,""gvalue"":7}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":4}",FALSE,102.68,Violent,1,6,15,ATK flat,CRate,4
ACC,4,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK%,27,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,80.06,Nemesis,2,6,15,HP%,,0
HP%,6,"{""enchanted"":false,""gvalue"":0}",ACC,26,"{""enchanted"":false,""gvalue"":0}",HP flat,330,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",FALSE,73.38,Violent,3,6,12,DEF flat,,0
HP%,8,"{""enchanted"":true,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",DEF flat,23,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":0}",FALSE,74.52,Violent,4,6,15,DEF%,,0
HP%,12,"{""enchanted"":true,""gvalue"":4}",CDmg,17,"{""enchanted"":false,""gvalue"":0}",DEF%,19,"{""enchanted"":false,""gvalue"":4}",SPD,16,"{""enchanted"":false,""gvalue"":4}",FALSE,106.04,Shield,6,6,15,ACC,RES,7
HP%,20,"{""enchanted"":false,""gvalue"":4}",SPD,15,"{""enchanted"":false,""gvalue"":3}",ATK%,21,"{""enchanted"":false,""gvalue"":7}",HP flat,611,"{""enchanted"":true,""gvalue"":232}",FALSE,96,Will,1,6,12,ATK flat,,0
HP flat,420,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":3}",HP%,19,"{""enchanted"":false,""gvalue"":5}",ACC,16,"{""enchanted"":false,""gvalue"":0}",FALSE,93.29,Shield,3,6,12,DEF flat,RES,5
ATK%,14,"{""enchanted"":true,""gvalue"":6}",HP flat,754,"{""enchanted"":false,""gvalue"":505}",DEF%,25,"{""enchanted"":false,""gvalue"":7}",SPD,19,"{""enchanted"":false,""gvalue"":4}",FALSE,102.48,Revenge,4,6,15,HP%,DEF flat,12
SPD,9,"{""enchanted"":true,""gvalue"":3}",ACC,6,"{""enchanted"":false,""gvalue"":0}",HP%,32,"{""enchanted"":false,""gvalue"":4}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,87.5,Will,5,6,12,HP flat,,0
HP%,18,"{""enchanted"":false,""gvalue"":3}",SPD,12,"{""enchanted"":false,""gvalue"":3}",RES,11,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":true,""gvalue"":0}",FALSE,82.14,Shield,6,6,15,DEF%,,0
RES,17,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",HP flat,506,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",FALSE,76.25,Violent,1,6,12,ATK flat,HP%,7
CRate,14,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",RES,15,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",FALSE,81.72,Energy,5,6,9,HP flat,CDmg,6
