s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"DEF%";8;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"SPD";13;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":0};"row_982";982;37916251760;110;110;"Jultan *";"Jultan *";false;80.06;"Revenge";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";"-";8;"-";19;"-";13;4;"Legend";80.06
"DEF%";5;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"row_983";983;37820151363;110;110;"Jultan *";"Jultan *";false;82.78;"Focus";6;6;15;"HP%";63;"RES";7;0;"-";5;"-";"-";7;5;"-";"-";"-";21;"-";"Hero";82.78
"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";19;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";28;{"enchanted":false,"gvalue":6};"row_984";984;34152437087;111;111;"Raoq 2 *";"Raoq 2 *";false;99.12;"Swift";1;6;15;"ATK flat";160;"HP flat";158;0;"-";7;"-";"-";28;"-";"-";"-";"-";19;6;"Legend";99.12
"CRate";12;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":4};"DEF flat";46;{"enchanted":false,"gvalue":13};"ATK%";14;{"enchanted":true,"gvalue":5};"row_985";985;33996405290;111;111;"Raoq 2 *";"Raoq 2 *";false;89.46;"Swift";2;6;15;"SPD";42;"RES";5;0;"-";"-";"-";"-";14;16;46;"-";"-";"-";12;"Hero";89.46
"SPD";11;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_986";986;36858222897;111;111;"Raoq 2 *";"Raoq 2 *";false;90.18;"Swift";3;6;12;"DEF flat";118;"RES";7;0;"-";"-";"-";14;"-";12;"-";"-";"-";11;10;"Legend";90.18
"ATK%";9;{"enchanted":false,"gvalue":3};"ACC";4;{"enchanted":false,"gvalue":0};"SPD";25;{"enchanted":false,"gvalue":4};"ATK flat";30;{"enchanted":false,"gvalue":0};"row_987";987;34690656765;111;111;"Raoq 2 *";"Raoq 2 *";false;82.44;"Revenge";4;6;15;"CRate";58;"";0;0;"-";"-";30;4;9;"-";"-";"-";"-";25;"-";"Legend";82.44
"SPD";17;{"enchanted":false,"gvalue":2};"ATK%";12;{"enchanted":false,"gvalue":6};"CRate";10;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"row_988";988;30400348767;111;111;"Raoq 2 *";"Raoq 2 *";false;89.29;"Swift";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";12;12;"-";"-";"-";"-";17;10;"Legend";89.29
"ACC";7;{"enchanted":false,"gvalue":0};"SPD";24;{"enchanted":false,"gvalue":4};"HP flat";458;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_989";989;38432152871;111;111;"Raoq 2 *";"Raoq 2 *";false;86.21;"Violent";6;6;12;"ATK%";47;"CRate";5;0;"-";"-";"-";7;"-";"-";"-";6;458;24;"-";"Legend";86.21
"ATK%";8;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":true,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"row_990";990;34994500719;113;113;"Janssen *";"Janssen *";false;69.64;"Fight";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";17;8;"-";"-";5;"-";"-";6;"Rare";69.64
"ATK flat";27;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_991";991;35005350438;113;113;"Janssen *";"Janssen *";false;53.12;"Fight";2;5;15;"HP%";51;"";0;0;"-";5;27;"-";"-";"-";"-";"-";"-";8;4;"Rare";53.12
"ACC";6;{"enchanted":false,"gvalue":0};"DEF%";24;{"enchanted":false,"gvalue":7};"RES";4;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_992";992;34994049109;113;113;"Janssen *";"Janssen *";false;77.13;"Fight";3;6;15;"DEF flat";160;"CDmg";5;0;4;"-";"-";6;"-";24;"-";"-";"-";"-";5;"Rare";77.13
"DEF flat";36;{"enchanted":false,"gvalue":17};"ACC";6;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"row_993";993;35005590091;113;113;"Janssen *";"Janssen *";false;59.19;"Fight";4;5;15;"HP%";51;"";0;0;"-";12;"-";6;7;"-";36;"-";"-";"-";"-";"Hero";59.19
"DEF flat";24;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"ATK flat";8;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_994";994;35005589230;113;113;"Janssen *";"Janssen *";false;54.03;"Fight";5;5;12;"HP flat";1530;"";0;0;"-";"-";8;"-";"-";"-";24;"-";"-";10;5;"Rare";54.03
"RES";4;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":2};"ATK flat";10;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_995";995;35052624015;113;113;"Janssen *";"Janssen *";false;46.4;"Fight";6;4;12;"HP%";31;"";0;0;4;"-";10;4;"-";"-";"-";"-";"-";11;"-";"Rare";46.4
"ACC";11;{"enchanted":false,"gvalue":0};"RES";22;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_996";996;32572896525;114;114;"Lapis *";"Lapis *";false;76.4;"Swift";1;6;12;"ATK flat";118;"";0;0;22;4;"-";11;"-";"-";"-";8;"-";"-";"-";"Hero";76.4
"HP%";8;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"";0;{};"row_997";997;32488125562;118;118;"Cannon Girl (Water) *";"Cannon Girl (Water) *";false;73.54;"Swift";3;6;9;"DEF flat";94;"HP flat";222;0;"-";"-";"-";"-";"-";"-";"-";8;"-";15;9;"Hero";80.69
"DEF%";11;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"DEF flat";11;{"enchanted":false,"gvalue":0};"row_998";998;30568303036;118;118;"Cannon Girl (Water) *";"Cannon Girl (Water) *";false;71.48;"Swift";4;6;15;"HP%";63;"CDmg";6;0;12;"-";"-";"-";8;11;11;"-";"-";"-";"-";"Rare";71.48
"ATK%";24;{"enchanted":false,"gvalue":4};"SPD";5;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_999";999;21512239387;118;118;"Cannon Girl (Water) *";"Cannon Girl (Water) *";false;66.11;"Energy";6;5;15;"HP%";51;"";0;0;5;"-";"-";6;24;"-";"-";"-";"-";5;"-";"Hero";66.11
"SPD";17;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"RES";9;{"enchanted":false,"gvalue":0};"HP flat";139;{"enchanted":false,"gvalue":0};"row_1000";1000;38515490178;122;122;"Tyron *";"Tyron *";false;81;"Violent";1;6;12;"ATK flat";118;"ATK%";5;0;9;11;"-";"-";"-";"-";"-";"-";139;17;"-";"Legend";81
"RES";8;{"enchanted":false,"gvalue":0};"CRate";7;{"enchanted":true,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":5};"DEF%";20;{"enchanted":false,"gvalue":7};"row_1001";1001;30568097584;122;122;"Tyron *";"Tyron *";false;86.9;"Violent";2;6;15;"SPD";42;"";0;0;8;"-";"-";"-";20;20;"-";"-";"-";"-";7;"Hero";86.9
"DEF%";17;{"enchanted":false,"gvalue":3};"HP%";30;{"enchanted":false,"gvalue":7};"RES";8;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":2};"row_1002";1002;37871215790;122;122;"Tyron *";"Tyron *";false;94.35;"Violent";3;6;15;"DEF flat";160;"";0;0;8;"-";"-";"-";"-";17;"-";30;"-";8;"-";"Hero";94.35
"SPD";21;{"enchanted":false,"gvalue":3};"ACC";15;{"enchanted":false,"gvalue":0};"DEF flat";16;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"row_1003";1003;38021636794;122;122;"Tyron *";"Tyron *";false;93.44;"Revenge";4;6;15;"HP%";63;"ATK flat";18;0;"-";13;"-";15;"-";"-";16;"-";"-";21;"-";"Legend";93.44
"ACC";6;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":false,"gvalue":6};"SPD";21;{"enchanted":false,"gvalue":3};"DEF%";18;{"enchanted":true,"gvalue":7};"row_1004";1004;30533709982;122;122;"Tyron *";"Tyron *";false;94.64;"Energy";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";6;14;18;"-";"-";"-";21;"-";"Hero";94.64
"ATK%";7;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"DEF flat";38;{"enchanted":false,"gvalue":0};"row_1005";1005;38050521786;122;122;"Tyron *";"Tyron *";false;75.54;"Violent";6;6;15;"ACC";64;"";0;0;"-";"-";"-";"-";7;14;38;"-";"-";12;"-";"Legend";75.54
"SPD";5;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":4};"CRate";16;{"enchanted":false,"gvalue":0};"row_1006";1006;31767517263;124;124;"Spectra *";"Spectra *";false;73.12;"Swift";1;5;12;"ATK flat";99;"";0;0;"-";8;"-";"-";11;"-";"-";"-";"-";5;16;"Legend";73.12
"CRate";15;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_1007";1007;32916702588;124;124;"Spectra *";"Spectra *";false;72.19;"Swift";3;6;12;"DEF flat";118;"";0;0;"-";6;"-";8;"-";6;"-";"-";"-";"-";15;"Hero";72.19
"CRate";11;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"SPD";7;{"enchanted":true,"gvalue":2};"HP%";32;{"enchanted":false,"gvalue":5};"row_1008";1008;31867949583;124;124;"Spectra *";"Spectra *";false;92.86;"Rage";4;6;15;"CDmg";80;"";0;0;8;"-";"-";"-";"-";"-";"-";32;"-";7;11;"Legend";92.86
"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":true,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_1009";1009;21500455112;124;124;"Spectra *";"Spectra *";false;71.6;"Swift";5;6;12;"HP flat";1800;"";0;0;"-";6;"-";8;"-";"-";"-";"-";"-";14;5;"Hero";71.6
"RES";20;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":3};"HP%";20;{"enchanted":false,"gvalue":5};"ATK%";12;{"enchanted":false,"gvalue":5};"row_1010";1010;33552596159;124;124;"Spectra *";"Spectra *";false;104.76;"Energy";6;6;15;"ACC";64;"CRate";4;0;20;"-";"-";"-";12;"-";"-";20;"-";15;"-";"Legend";104.76
"SPD";16;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"HP flat";533;{"enchanted":false,"gvalue":0};"RES";9;{"enchanted":false,"gvalue":0};"row_1011";1011;32047444957;125;125;"Baretta *";"Baretta *";false;74;"Despair";1;6;12;"ATK flat";118;"";0;0;9;6;"-";"-";"-";"-";"-";"-";533;16;"-";"Legend";74
"RES";11;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"row_1012";1012;30809020985;125;125;"Baretta *";"Baretta *";false;66.67;"Focus";3;5;12;"DEF flat";99;"";0;0;11;"-";"-";10;"-";"-";"-";5;"-";11;"-";"Legend";66.67
"SPD";22;{"enchanted":false,"gvalue":4};"ATK%";17;{"enchanted":true,"gvalue":5};"CRate";4;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_1013";1013;31353813008;126;126;"Hongyeon *";"Hongyeon *";false;86.95;"Swift";1;6;15;"ATK flat";160;"";0;0;"-";5;"-";"-";17;"-";"-";"-";"-";22;4;"Hero";86.95
"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":6};"DEF flat";23;{"enchanted":false,"gvalue":0};"ATK%";4;{"enchanted":false,"gvalue":0};"row_1014";1014;30400834701;126;126;"Hongyeon *";"Hongyeon *";false;71.93;"Swift";2;5;15;"SPD";39;"HP flat";233;0;"-";"-";"-";"-";4;19;23;"-";"-";"-";10;"Hero";71.93
"HP flat";538;{"enchanted":true,"gvalue":203};"CDmg";6;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":4};"ACC";4;{"enchanted":false,"gvalue":0};"row_1015";1015;32185813591;126;126;"Hongyeon *";"Hongyeon *";false;82.38;"Swift";3;6;15;"DEF flat";160;"HP%";5;0;"-";6;"-";4;"-";"-";"-";"-";538;23;"-";"Hero";82.38
"CDmg";5;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":true,"gvalue":6};"SPD";26;{"enchanted":false,"gvalue":4};"DEF%";20;{"enchanted":false,"gvalue":8};"row_1016";1016;31125995715;126;126;"Hongyeon *";"Hongyeon *";false;101.23;"Will";4;6;15;"HP%";63;"";0;0;"-";5;"-";"-";13;20;"-";"-";"-";26;"-";"Legend";101.23
"SPD";31;{"enchanted":false,"gvalue":4};"ACC";5;{"enchanted":false,"gvalue":0};"CRate";9;{"enchanted":true,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_1017";1017;34016177075;126;126;"Hongyeon *";"Hongyeon *";false;91.88;"Swift";5;6;15;"HP flat";2448;"";0;0;"-";4;"-";5;"-";"-";"-";"-";"-";31;9;"Legend";91.88
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";24;{"enchanted":false,"gvalue":3};"DEF%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_1018";1018;38507392879;126;126;"Hongyeon *";"Hongyeon *";false;75.89;"Vampire";6;6;9;"RES";39;"";0;0;"-";"-";"-";"-";"-";5;"-";"-";"-";24;6;"Hero";83.04
"RES";15;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_1019";1019;34971224311;128;128;"Colleen 2 *";"Colleen 2 *";false;74.11;"Will";1;6;9;"ATK flat";94;"";0;0;15;"-";"-";"-";"-";"-";"-";"-";"-";11;10;"Hero";81.25
"HP flat";374;{"enchanted":false,"gvalue":0};"ATK flat";31;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_1020";1020;35759453499;128;128;"Colleen 2 *";"Colleen 2 *";false;48.21;"Fight";2;5;9;"SPD";23;"";0;0;"-";"-";31;"-";"-";"-";"-";"-";374;"-";5;"Hero";55.36
"DEF%";11;{"enchanted":false,"gvalue":5};"SPD";13;{"enchanted":false,"gvalue":3};"CRate";16;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":6};"row_1021";1021;35436564929;128;128;"Colleen 2 *";"Colleen 2 *";false;97.02;"Will";3;6;12;"DEF flat";118;"RES";5;0;"-";"-";"-";"-";"-";11;"-";14;"-";13;16;"Hero";97.02
"ATK%";12;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":true,"gvalue":7};"DEF flat";29;{"enchanted":false,"gvalue":18};"ATK flat";13;{"enchanted":false,"gvalue":0};"row_1022";1022;34994527874;128;128;"Colleen 2 *";"Colleen 2 *";false;58.73;"Fight";4;5;15;"DEF%";51;"";0;0;"-";"-";13;"-";12;"-";29;13;"-";"-";"-";"Rare";58.73
"SPD";10;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"HP%";9;{"enchanted":true,"gvalue":3};"ACC";6;{"enchanted":false,"gvalue":0};"row_1023";1023;35005590830;128;128;"Colleen 2 *";"Colleen 2 *";false;67.37;"Fight";5;5;12;"HP flat";1530;"ATK%";6;0;7;"-";"-";6;"-";"-";"-";9;"-";10;"-";"Rare";67.37
"DEF flat";32;{"enchanted":false,"gvalue":18};"DEF%";13;{"enchanted":false,"gvalue":5};"HP flat";392;{"enchanted":false,"gvalue":215};"ACC";3;{"enchanted":false,"gvalue":0};"row_1024";1024;35035139700;128;128;"Colleen 2 *";"Colleen 2 *";false;48.11;"Fight";6;4;15;"HP%";43;"";0;0;"-";"-";"-";3;"-";13;32;"-";392;"-";"-";"Rare";48.11
"ACC";7;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CRate";13;{"enchanted":false,"gvalue":0};"row_1025";1025;30526415174;132;132;"Mav *";"Mav *";false;74.18;"Violent";1;5;12;"ATK flat";99;"";0;0;11;"-";"-";7;"-";"-";"-";14;"-";"-";13;"Legend";74.18
"HP%";13;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"HP flat";438;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_1026";1026;31164094992;132;132;"Mav *";"Mav *";false;66.29;"Tolerance";2;6;15;"SPD";42;"ACC";4;0;8;4;"-";"-";"-";"-";"-";13;438;"-";"-";"Hero";66.29
"CDmg";6;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":3};"HP flat";375;{"enchanted":false,"gvalue":0};"DEF%";22;{"enchanted":false,"gvalue":3};"row_1027";1027;30065166964;132;132;"Mav *";"Mav *";false;68.62;"Violent";3;5;12;"DEF flat";99;"";0;0;"-";6;"-";"-";"-";22;"-";10;375;"-";"-";"Legend";68.62
"RES";14;{"enchanted":false,"gvalue":0};"ATK flat";10;{"enchanted":false,"gvalue":0};"ACC";18;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"row_1028";1028;30762716915;132;132;"Mav *";"Mav *";false;77.68;"Violent";5;6;12;"HP flat";1800;"DEF%";6;0;14;"-";10;18;7;"-";"-";"-";"-";"-";"-";"Hero";77.68
"ACC";4;{"enchanted":false,"gvalue":0};"CDmg";10;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_1029";1029;37588545929;134;134;"Bernard *";"Bernard *";false;77.17;"Swift";1;6;12;"ATK flat";118;"";0;0;7;10;"-";4;"-";"-";"-";"-";"-";18;"-";"Hero";77.17
"ATK%";13;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"ATK flat";10;{"enchanted":false,"gvalue":0};"row_1030";1030;36516148689;134;134;"Bernard *";"Bernard *";false;72.21;"Blade";2;6;15;"SPD";42;"DEF flat";17;0;"-";15;10;"-";13;"-";"-";"-";"-";"-";4;"Hero";72.21
"HP%";18;{"enchanted":false,"gvalue":5};"HP flat";274;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"row_1031";1031;37803312581;134;134;"Bernard *";"Bernard *";false;86.84;"Swift";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";15;"-";18;274;16;"-";"Legend";86.84
"SPD";16;{"enchanted":false,"gvalue":0};"DEF flat";15;{"enchanted":false,"gvalue":0};"ATK flat";26;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"row_1032";1032;37883233377;134;134;"Bernard *";"Bernard *";false;73.31;"Swift";4;6;12;"CRate";43;"";0;0;"-";11;26;"-";"-";"-";15;"-";"-";16;"-";"Legend";73.31
"SPD";18;{"enchanted":false,"gvalue":2};"ACC";7;{"enchanted":true,"gvalue":0};"RES";3;{"enchanted":false,"gvalue":0};"DEF flat";35;{"enchanted":false,"gvalue":13};"row_1033";1033;30386454592;134;134;"Bernard *";"Bernard *";false;67.07;"Swift";5;5;12;"HP flat";1530;"";0;0;3;"-";"-";7;"-";"-";35;"-";"-";18;"-";"Legend";67.07
"SPD";16;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"HP flat";543;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_1034";1034;31254205022;134;134;"Bernard *";"Bernard *";false;74.22;"Rage";6;6;15;"DEF%";63;"";0;0;"-";"-";"-";"-";8;"-";"-";8;543;16;"-";"Hero";74.22
"ACC";13;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_1035";1035;37902357562;137;137;"Mellia *";"Mellia *";false;77.68;"Violent";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";13;"-";"-";"-";18;"-";6;"-";"Hero";77.68
"HP%";25;{"enchanted":false,"gvalue":4};"CRate";6;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_1036";1036;26485821020;137;137;"Mellia *";"Mellia *";false;76.79;"Energy";2;6;15;"SPD";42;"";0;0;"-";"-";"-";7;"-";6;"-";25;"-";"-";6;"Rare";76.79
"SPD";19;{"enchanted":false,"gvalue":3};"DEF%";5;{"enchanted":true,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":4};"row_1037";1037;38402416931;137;137;"Mellia *";"Mellia *";false;89.63;"Violent";3;6;12;"DEF flat";118;"CDmg";5;0;"-";"-";"-";"-";"-";5;"-";11;"-";19;10;"Hero";89.63
"ACC";13;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"HP%";11;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"row_1038";1038;38100823124;137;137;"Mellia *";"Mellia *";false;78.2;"Violent";4;6;12;"DEF%";47;"ATK flat";16;0;"-";5;"-";13;"-";"-";"-";11;"-";11;"-";"Hero";78.2
"SPD";17;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_1039";1039;38149012471;137;137;"Mellia *";"Mellia *";false;75;"Violent";5;6;12;"HP flat";1800;"DEF%";5;0;"-";"-";"-";"-";6;"-";"-";5;"-";17;4;"Rare";75
"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"row_1040";1040;36542559689;137;137;"Mellia *";"Mellia *";false;80.95;"Blade";6;6;12;"ACC";48;"";0;0;"-";"-";"-";"-";13;15;"-";8;"-";11;"-";"Hero";80.95
"SPD";14;{"enchanted":false,"gvalue":3};"ATK%";23;{"enchanted":false,"gvalue":7};"CDmg";14;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":4};"row_1041";1041;34257664904;139;139;"Mellia 2 *";"Mellia 2 *";false;102.68;"Violent";1;6;15;"ATK flat";160;"CRate";4;0;"-";14;"-";"-";23;"-";"-";12;"-";14;"-";"Hero";102.68
"ACC";4;{"enchanted":false,"gvalue":0};"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_1042";1042;35339434664;139;139;"Mellia 2 *";"Mellia 2 *";false;80.06;"Nemesis";2;6;15;"HP%";63;"";0;0;"-";"-";"-";4;27;"-";"-";"-";"-";10;4;"Legend";80.06
"HP%";6;{"enchanted":false,"gvalue":0};"ACC";26;{"enchanted":false,"gvalue":0};"HP flat";330;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_1043";1043;30568097585;139;139;"Mellia 2 *";"Mellia 2 *";false;73.38;"Violent";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";26;"-";"-";"-";6;330;5;"-";"Hero";73.38
"HP%";8;{"enchanted":true,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"DEF flat";23;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"row_1044";1044;32404343922;139;139;"Mellia 2 *";"Mellia 2 *";false;74.52;"Violent";4;6;15;"DEF%";63;"";0;0;"-";6;"-";"-";"-";"-";23;8;"-";18;"-";"Legend";74.52
"HP%";12;{"enchanted":true,"gvalue":4};"CDmg";17;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":4};"SPD";16;{"enchanted":false,"gvalue":4};"row_1045";1045;33624855557;139;139;"Mellia 2 *";"Mellia 2 *";false;106.04;"Shield";6;6;15;"ACC";64;"RES";7;0;"-";17;"-";"-";"-";19;"-";12;"-";16;"-";"Legend";106.04
"HP%";20;{"enchanted":false,"gvalue":4};"SPD";15;{"enchanted":false,"gvalue":3};"ATK%";21;{"enchanted":false,"gvalue":7};"HP flat";611;{"enchanted":true,"gvalue":232};"row_1046";1046;38359996377;142;142;"Thrain *";"Thrain *";false;96;"Will";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";"-";21;"-";"-";20;611;15;"-";"Hero";96
"HP flat";420;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":3};"HP%";19;{"enchanted":false,"gvalue":5};"ACC";16;{"enchanted":false,"gvalue":0};"row_1047";1047;38140266829;142;142;"Thrain *";"Thrain *";false;93.29;"Shield";3;6;12;"DEF flat";118;"RES";5;0;"-";"-";"-";16;"-";"-";"-";19;420;15;"-";"Legend";93.29
"ATK%";14;{"enchanted":true,"gvalue":6};"HP flat";754;{"enchanted":false,"gvalue":505};"DEF%";25;{"enchanted":false,"gvalue":7};"SPD";19;{"enchanted":false,"gvalue":4};"row_1048";1048;38030741341;142;142;"Thrain *";"Thrain *";false;102.48;"Revenge";4;6;15;"HP%";63;"DEF flat";12;0;"-";"-";"-";"-";14;25;"-";"-";754;19;"-";"Legend";102.48
"SPD";9;{"enchanted":true,"gvalue":3};"ACC";6;{"enchanted":false,"gvalue":0};"HP%";32;{"enchanted":false,"gvalue":4};"CRate";6;{"enchanted":false,"gvalue":0};"row_1049";1049;38228267908;142;142;"Thrain *";"Thrain *";false;87.5;"Will";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";6;"-";"-";"-";32;"-";9;6;"Hero";87.5
